"","Age","Gender","Kids","Education","WorkStatus","AnnIncome","Occupation","TenureY","TenureM","CommSize","Country","Marital","Sons","Daughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","SelfP","OthersP","DPMean","AIPMean","GPMean","SWLSMean"
"86",23,"Female","No","deg","student",NA,"",3,0,"Small Town","Barbados","Single",0,0,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,2,1.9,2
"87",24,"Female","No","deg","student",NA,"",0,0,"Large-City","Philippines","Single",0,0,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,"yes","yes",2.4,3,3.2,2.2
"88",55,"Male","No","ltuni","part-time",NA,"Engineer",17,0,"Large-City","Philippines","Divorced",0,0,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,"no","no",2.4,3,2.7,2.4
"89",28,"Female","Yes","deg","full-time",10000,"Research Associate",7,3,"Large Town","Philippines","Married",0,1,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,"yes","yes",4.4,5,4.45,3.4
"90",45,"Male","No","deg","part-time",55000,"Controller",9,8,"Medium-Sized","Philippines","Single",0,0,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,"yes","yes",2.2,3,3.2,3.4
"91",37,"Female","Yes","deg","part-time",10000,"Business",4,10,"Small City","Philippines","Married",0,1,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,"yes","yes",4.6,5,4.2,1.6
"92",19,"Male","No","ltuni","student",10000,"",0,4,"Village","Philippines","Single",0,0,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,"yes","yes",3.4,4,3.75,4.2
"93",45,"Female","Yes","dip","full-time",87500,"",6,3,"Small Town","Philippines","Married",1,4,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,"yes","yes",2.6,3,3.2,3.4
"94",23,"Male","No","deg","part-time",10000,"",2,3,"8","Philippines","Single",0,0,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,"yes","yes",2.6,3,3.1,1.8
"95",19,"Female","No","deg","student",NA,"",0,0,"Village","Philippines","Single",0,0,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,"yes","no",2.6,2,3.4,3.2
"96",20,"Male","No","deg","student",15000,"",0,2,"8","Philippines","Single",0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",3,3,3,3
"97",28,"Female","Yes","ltuni","unemployed",10000,"",3,4,"Large-City","Philippines","Single",1,0,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",5,3,3,5
"98",45,"Female","No","deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Malaysia","Divorced",0,0,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4,5,1
"99",20,"Female","No","deg","student",10000,"",0,0,"Medium-Sized","Malaysia","Single",0,0,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes",3.6,3,3.85,2.2
"100",16,"Male","No","high","student",10000,"",0,0,"Large-City","Malaysia","Single",0,0,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,"yes","yes",4.6,3,3.55,3
"101",32,"Male","Yes","phd","full-time",45000,"",3,0,"Village","Malaysia","Married",1,0,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no",2.4,2,3.65,3.4
"102",20,"Male","No","deg","student",NA,"",2,0,"Village","Malaysia","Single",0,0,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no",2.2,3,2.25,3.6
"103",24,"Male","No","deg","unemployed",10000,"",0,0,"Large-City","Greece","Single",0,0,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,"yes","yes",3.4,4,4.05,1.4
"104",24,"Male","No","phd","full-time",15000,"IT",0,6,"Large-City","Greece","Single",0,0,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,"yes","yes",2.6,4,3.1,4
"105",20,"Male","No","ltuni","part-time",NA,"Programmer",0,3,"Large-City","Greece","Single",0,0,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,"yes","yes",3.4,3,2.8,4
"106",37,"Male","Yes","high","full-time",25000,"Airport Ground Handler",9,0,"Medium-Sized","Greece","Separated",1,4,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,"yes","no",3.4,3,3.7,1.4
"107",32,"Male","No","ma","full-time",25000,"Programmer",2,6,"Large-City","Greece","Single",0,0,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,"yes","yes",4.2,4,4.2,1.8
"108",67,"Male","Yes","phd","retired",25000,"",0,0,"Village","Greece","Married",1,1,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,"yes","no",3.6,2,2.45,1.6
"109",37,"Male","No","ma","full-time",67500,"",14,0,"Village","Greece","Single",0,0,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,"yes","yes",3.8,3,3.6,2.2
"110",24,"Female","No","ltuni","student",10000,"",6,0,"Small Town","Greece","Single",0,0,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,"yes","yes",4,4,3.1,4.4
"111",25,"Male","No","ltuni","student",NA,"",0,0,"Village","Greece","Single",0,0,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,"yes","yes",2.4,3,3.6,2.6
"112",24,"Male","No","deg","student",NA,"",0,0,"Village","Greece","Single",0,0,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,"yes","yes",3,4,4.7,2.2
"113",45,"Female","No","ltuni","part-time",15000,"Educator",0,4,"Medium-Sized","Denmark","Married",0,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,"yes","no",1,1,2.35,3.8
"114",28,"Female","No","deg","student",35000,"",0,0,"Medium-Sized","Denmark","Married",0,0,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,"yes","yes",3.2,3,3,4
"115",28,"Female","No","ma","student",15000,"",0,0,"Small Town","Denmark","",0,0,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,"yes","yes",3.6,3,3.15,2
"116",45,"Male","Yes","ma","full-time",67500,"",1,0,"Large Town","Denmark","Married",1,3,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,"yes","yes",3.8,3,3.25,1.4
"117",37,"Male","No","ma","student",10000,"",0,0,"Small Town","Denmark","Married",0,0,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,"yes","no",2.6,2,2.8,3.6
"118",37,"Male","Yes","ma","full-time",87500,"",4,8,"Village","Denmark","Married",0,2,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,"yes","no",2.2,2,2.9,3
"119",45,"Female","Yes","ltuni","full-time",55000,"",0,3,"Village","Denmark","Married",1,1,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,"yes","no",3,3,3.2,3.6
"120",32,"Female","No","deg","student",NA,"",0,0,"Small Town","Denmark","Single",0,0,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,"yes","no",2.4,3,3.05,3.8
"121",45,"Female","Yes","ma","full-time",55000,"",0,0,"Village","Denmark","Divorced",0,1,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,"yes","yes",4.4,3,3.9,2.8
"122",22,"Male","No","ltuni","student",10000,"Computer Science",5,6,"Large-City","Spain","Single",0,0,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,"no","no",1.4,2,2.15,3.2
"123",21,"Male","No","high","student",10000,"",17,0,"Medium-Sized","Spain","Single",0,0,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,"yes","yes",3.8,4,4.2,2
"124",22,"Male","No","grade","unemployed",10000,"Unemployed",0,0,"Large Town","Spain","Single",0,0,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,4,4.35,1
"125",20,"Male","No","ltuni","student",10000,"",13,0,"Small City","Spain","Single",0,0,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,"yes","yes",3,3,3.35,3.2
"126",24,"Female","No","deg","part-time",15000,"Educator",2,4,"Large Town","Spain","Single",0,0,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,"yes","yes",2.8,2,2.85,3.8
"127",37,"Male","No","ma","full-time",55000,"",7,10,"Large-City","Spain","Single",0,0,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,"no","no",3.4,2,2.8,3
"128",45,"Male","No","ltuni","full-time",35000,"",2,0,"Medium-Sized","Spain","Single",0,0,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,"yes","yes",4.2,4,3.65,1.2
"129",45,"Male","Yes","phd","full-time",150000,"Doctor; Physician",14,0,"Large-City","Spain","Married",3,0,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,"yes","no",3.4,3,3.05,2.6
"130",32,"Female","Yes","ma","full-time",15000,"",5,0,"Small Town","Spain","Married",2,1,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,"yes","no",2.6,4,3.7,2.4
"131",16,"Male","No","lthigh","student",NA,"",3,0,"Rural/Country","Spain","Single",0,0,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,2,2,3,2,2,"yes","yes",5,4,4.3,2.2
"132",37,"Male","No","ma","part-time",15000,"",0,7,"Village","Spain","Single",0,0,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,"yes","yes",3.4,3,3.25,2.8
"133",45,"Male","Yes","phd","full-time",35000,"",6,0,"Village","Spain","Married",2,1,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,"yes","4",3.4,2,3.15,2.8
"134",37,"Female","Yes","deg","full-time",35000,"",4,6,"Small Town","Spain","Single",1,0,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,"yes","no",4,4,4.05,3
"135",28,"Male","No","high","full-time",25000,"",4,0,"Small Town","Spain","Single",0,0,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,"yes","yes",4.4,5,4.55,2
"136",32,"Male","Yes","ma","full-time",45000,"Editor",3,2,"Large-City","Chile","Married",0,1,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes",2.8,4,3.9,3
"137",45,"Female","No","ma","full-time",25000,"",14,0,"Village","Chile","Married",0,0,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no",2.4,2,2.9,3.8
"138",23,"Male","No","ltuni","student",10000,"",4,6,"Small Town","Chile","Single",0,0,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes",3.8,4,4.25,2
"139",45,"Male","Yes","dip","full-time",150000,"",9,0,"Village","Chile","Separated",2,0,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes",3,3,3.25,2.4
"140",55,"Female","No","dip","full-time",35000,"Programmer",23,0,"Village","Finland","Single",0,0,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,"yes","no",3,3,3.2,2.2
"141",28,"Male","No","ltuni","student",10000,"",0,0,"Medium-Sized","Finland","Single",0,0,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,"yes","yes",5,4,4.05,1.8
"142",16,"Female","No","ltuni","student",10000,"",0,0,"Medium-Sized","Finland","Single",0,0,3,2,2,2,2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,3,3,3,4,2,"yes","yes",2.2,3,2.85,3
"143",16,"Female","No","lthigh","student",NA,"",0,0,"Village","Finland","Single",0,0,3,4,5,3,3,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,2,4,1,1,1,"yes","no",3.6,3,3.65,1.8
"144",45,"Male","Yes","ma","full-time",45000,"",5,0,"Large Town","Finland","Divorced",0,1,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,"no","yes",2.2,2,1.65,3.4
"145",55,"Female","Yes","ma","full-time",10000,"",0,4,"Small Town","Finland","Divorced",3,0,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,"yes","yes",5,4,4.25,1
"146",28,"Female","No","deg","part-time",15000,"",0,0,"Large Town","Finland","Single",0,0,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,"yes","yes",5,5,4.5,2
"147",28,"Male","No","deg","unemployed",10000,"",0,0,"Large Town","Finland","Single",0,0,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,"yes","yes",3.2,3,3.25,1.4
"148",28,"Female","No","phd","full-time",15000,"",4,0,"Small Town","Finland","Single",0,0,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,"no","no",2.4,3,2.75,3.8
"149",22,"Male","No","ltuni","student",10000,"",0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3,3.65,2
"150",22,"Male","No","ltuni","student",10000,"",0,0,"Small Town","Finland","Single",0,0,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3,3.65,2
"151",32,"Male","Yes","phd","full-time",35000,"",0,4,"Large Town","Finland","Married",0,1,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,"yes","yes",4.2,4,3.85,2.2
"152",32,"Male","Yes","ma","full-time",87500,"",6,0,"Village","Finland","Married",2,1,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,"yes","yes",5,4,4.05,2.6
"153",55,"Male","Yes","deg","full-time",55000,"",3,3,"Large-City","Finland","Married",0,2,4,4,3,2,2,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,3,3,4,4,3,"no","no",3,2,2.55,3.4
"154",45,"Male","Yes","deg","full-time",67500,"",17,0,"Medium-Sized","China","Married",0,3,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,"yes","yes",4,5,3.6,2.4
"155",19,"Female","No","ltuni","student",10000,"",0,8,"Small City","New Zealand","Single",0,0,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,"yes","yes",4,4,3.65,3
"156",37,"Female","No","ma","student",NA,"",0,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,2,4,3,2,4,5,5,5,4,4,3,4,4,5,5,3,5,5,5,3,4,3,4,3,3,5,2,4,5,4,3,4,4,4,4,4,4,3,4,"yes","yes",3.6,4,3.9,3.8
"157",16,"Female","No","high","student",10000,"",0,1,"Small Town","New Zealand","Single",0,0,3,4,5,3,2,3,1,3,2,1,2,1,2,1,2,3,1,5,1,1,3,2,1,5,3,3,3,4,4,1,3,2,2,4,3,2,3,3,3,3,3,3,3,3,2,"yes","yes",3.4,2,2.85,2.8
"158",16,"Female","No","ltuni","student",10000,"",0,0,"Medium-Sized","New Zealand","Single",0,0,3,3,3,2,2,3,1,2,3,1,2,2,3,1,3,2,3,3,2,1,2,1,2,4,2,1,3,3,3,2,1,4,4,3,4,2,1,2,4,2,4,4,4,4,3,"yes","yes",2.6,2,2.5,3.8
"159",37,"Male","No","deg","student",10000,"",1,6,"Small Town","New Zealand","Single",0,0,5,3,4,3,3,2,3,4,5,5,5,3,5,5,5,5,3,4,3,4,5,5,5,4,4,3,4,3,5,2,3,5,3,3,3,5,5,5,5,4,1,2,2,1,3,"yes","yes",3.6,4,4.05,1.8
"160",16,"Female","No","lthigh","student",NA,"",0,0,"Medium-Sized","New Zealand","",0,0,4,1,4,3,5,1,1,5,3,2,1,4,2,3,3,1,1,2,2,4,5,3,2,3,4,2,4,3,5,2,2,5,1,2,5,2,4,4,4,3,2,1,2,2,3,"yes","yes",3.4,2,3.25,2
"161",16,"Female","No","lthigh","student",NA,"",NA,0,"Rural/Country","New Zealand","",0,0,5,5,4,5,5,4,4,4,4,4,5,5,5,3,5,4,5,5,4,3,5,3,4,5,5,5,5,4,5,4,5,5,4,4,5,4,5,5,5,5,1,4,1,3,1,"yes","yes",4.8,4,4.6,2
"162",28,"Male","No","deg","full-time",35000,"",14,0,"Small Town","New Zealand","Single",0,0,2,3,1,1,1,2,4,4,5,3,5,4,5,2,5,4,5,2,5,3,5,2,3,4,4,3,4,1,4,2,4,3,2,3,4,4,3,4,3,4,4,3,3,3,3,"yes","yes",1.6,4,3.3,3.2
"163",20,"Male","No","deg","student",10000,"",NA,0,"Village","New Zealand","Single",0,0,4,4,4,3,3,2,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,3,4,5,3,4,5,4,5,3,4,5,3,4,4,4,3,4,4,4,3,3,3,4,3,"yes","yes",3.6,4,3.95,3.2
"164",22,"Male","No","ma","part-time",10000,"",0,3,"Small Town","New Zealand","Single",0,0,3,4,4,3,3,4,2,4,3,3,3,4,3,3,3,3,4,4,2,4,4,3,2,3,2,3,3,3,4,3,4,4,2,3,4,4,3,3,4,3,3,3,3,3,2,"yes","yes",3.4,3,3.2,2.8
"165",28,"Female","No","deg","full-time",45000,"",4,3,"Village","New Zealand","Single",0,0,4,3,3,1,1,1,1,1,4,2,1,2,2,5,4,3,3,2,4,1,4,2,3,4,4,3,2,3,4,5,3,3,1,1,1,5,2,3,2,4,4,4,5,5,4,"yes","yes",2.4,2,2.95,4.4
"166",24,"Female","No","ltuni","full-time",35000,"",3,2,"Small Town","New Zealand","Single",0,0,2,3,3,2,2,1,2,5,2,3,2,2,3,4,3,4,3,4,2,2,3,4,4,2,4,3,3,4,4,2,3,4,2,3,3,4,4,3,4,3,4,4,4,4,4,"yes","yes",2.4,3,3.3,4
"167",32,"Female","Yes","deg","unemployed",10000,"",3,0,"8","New Zealand","Married",0,2,4,4,2,2,2,1,1,5,3,3,5,4,3,4,4,4,4,4,3,4,5,3,4,5,3,4,5,2,4,4,4,5,1,4,5,3,3,5,4,5,3,3,3,4,3,"yes","yes",2.8,3,3.9,3.2
"168",32,"Female","Yes","ltuni","part-time",15000,"",1,0,"Large-City","New Zealand","Married",1,6,4,4,4,4,4,4,2,3,2,4,5,5,4,5,5,3,3,4,2,5,5,4,4,4,4,3,5,4,5,3,4,5,3,3,4,5,5,4,5,3,2,2,2,2,2,"yes","yes",4,4,4.1,2
"169",45,"Female","Yes","deg","part-time",45000,"",6,1,"Village","New Zealand","Married",2,1,2,2,1,1,1,1,2,5,2,3,3,2,4,3,4,1,2,3,2,2,4,1,2,4,3,2,4,2,4,2,4,3,1,2,4,2,2,5,1,4,4,3,5,5,4,"yes","no",1.4,3,2.8,4.2
"170",28,"Female","No","ma","student",25000,"",0,10,"Village","New Zealand","Married",0,0,4,5,4,1,1,3,3,3,5,5,4,5,4,3,5,2,5,5,5,4,5,1,4,3,4,3,4,4,5,4,4,5,4,4,4,4,3,5,3,5,4,3,3,4,3,"yes","yes",3,4,3.9,3.4
"171",28,"Male","No","ltuni","student",10000,"",7,6,"Large-City","Serbia","Single",0,0,5,4,5,5,5,2,4,4,4,5,5,5,5,5,5,3,4,3,3,5,3,3,2,5,3,2,5,5,5,4,2,5,2,3,5,3,3,5,5,5,1,1,1,1,1,"yes","yes",4.8,4,3.75,1
"172",21,"Male","No","ltuni","student",NA,"",3,0,"Village","Serbia","Single",0,0,2,2,4,2,2,2,1,2,2,3,3,4,4,1,3,2,3,2,2,4,4,2,2,2,2,2,3,2,3,1,3,2,3,4,3,4,3,3,4,3,4,4,4,3,4,"yes","no",2.4,3,2.75,3.8
"173",37,"Male","No","phd","full-time",150000,"Attorney",10,0,"Large-City","Romania","Married",0,0,2,1,3,1,1,2,1,5,2,1,1,1,2,1,1,1,1,4,1,3,3,1,2,4,1,1,3,2,4,1,1,3,1,1,3,4,1,2,3,2,4,4,4,3,4,"yes","no",1.6,2,2.15,3.8
